429	12
430	12
431	12
432	12
433	12
434	12
435	12
436	12
437	12
438	12
439	12
440	12
441	12
442	12
443	12
444	12
445	12
446	12
447	12
448	12
449	12
450	12
451	12
452	12
468	17
470	17
471	17
473	17
474	17
475	17
476	17
477	17
665	37
666	37
667	37
668	37
669	37
670	37
671	37
672	37
673	37
674	37
675	37
676	37
677	37
678	37
679	37
680	37
681	37
682	37
683	37
684	37
685	37
686	37
687	37
688	37
689	37
690	37
691	37
825	46
826	46
827	46
828	46
829	46
830	46
831	46
832	46
833	46
834	46
835	46
836	46
837	46
898	53
899	53
900	53
901	53
902	53
903	53
904	53
905	53
906	53
907	53
908	53
909	53
911	53
912	53
913	53
914	53
915	53
916	53
917	53
918	53
919	53
920	53
921	53
922	53
923	53
924	53
925	53
927	53
928	53
929	53
1485	115
1487	115
1489	115
1490	115
1491	115
1492	115
1493	115
1494	115
1495	115
1498	115
1500	115
1501	115
1502	115
1503	115
1504	115
1505	115
1506	115
1507	115
1508	115
1509	115
1511	115
2487	204
2488	204
2489	204
2490	204
2491	204
2492	204
2493	204
2494	204
2495	204
2496	204
2497	204
2498	204
2499	204
2500	204
2501	204
2502	204
2503	204
2504	204
2505	204
2506	204
2507	204
2508	204
2509	204
2510	204
2511	204
2512	204
2513	204
2514	204
2515	204
2516	204
2517	204
2518	204
2519	204
2520	204
2521	204
2522	204
2523	204
2524	204
2525	204
2526	204
2527	204
2529	204
2530	204
2531	204
2532	204
2533	204
2534	204
2535	204
2536	204
2538	204
2539	204
2540	204
2541	204
2542	204
2543	204
2544	204
2545	204
2546	204
2547	204
2548	204
2549	204
2550	204
2551	204
2552	204
2553	204
2554	204
2555	204
2556	204
2557	204
2558	204
2559	204
2560	204
2561	204
2562	204
2563	204
2564	204
2565	204
2566	204
2567	204
2568	204
2569	204
2570	204
2571	204
2572	204
2573	204
2574	204
2575	204
2576	204
2577	204
2622	215
2623	215
2624	215
2625	215
2626	215
2627	215
2628	215
2629	215
2630	215
2631	215
2632	215
2633	215
2634	215
3214	259002
3216	259002
3217	259002
3218	259002
3219	259002
3220	259002
3221	259002
3222	259002
3223	259002
3224	259002
3226	259002
3227	259002
3228	259002
3229	259002
3230	259002
3231	259002
3232	259002
3233	259002
3234	259002
3235	259002
3236	259002
3237	259002
3238	259002
3239	259002
3240	259002
3241	259002
3242	259002
3243	259002
3244	259002
3245	259002
3246	259002
3247	259002
3248	259002
3249	259002
3250	259002
3251	259002
3252	259002
3253	259002
3254	259002
3255	259002
3256	259002
3257	259002
3258	259002
3259	259002
3260	259002
3261	259002
3262	259002
3263	259002
3264	259002
33364	53
70073	115
70074	115
70075	115
70076	115
70077	115
70078	115
70079	115
70080	115
70081	115
70082	115
1013663	1013696
1013664	1013696
1013665	1013696
1013666	1013696
1013667	1013696
1013668	1013696
1013669	1013696
1013670	1013696
1013671	1013696
1013672	1013696
1013673	1013696
1013674	1013696
1013675	1013696
1013676	1013696
1013677	1013696
1013678	1013696
1013679	1013696
1013680	1013696
1013681	1013696
1013682	1013696
1013683	1013696
1013684	1013696
1013685	1013696
1013686	1013696
1013687	1013696
1013688	1013696
1013689	1013696
1013690	1013696
1013691	1013696
1013692	1013696
1013693	1013696
1013694	1013696
1013695	1013696
